natCu(p,x)58Co					
28.2	3.43	0.45	7.59E-03	2.05E-04	7.59E-03
28.3	3.69	0.49	8.34E-03	2.25E-04	8.34E-03
28.4	3.98	0.52	9.15E-03	2.47E-04	9.15E-03
28.5	4.27	0.56	1.00E-02	2.71E-04	1.00E-02
28.6	4.59	0.60	1.10E-02	2.96E-04	1.10E-02
28.7	4.92	0.65	1.20E-02	3.23E-04	1.20E-02
28.8	5.26	0.69	1.31E-02	3.53E-04	1.30E-02
28.9	5.63	0.74	1.42E-02	3.84E-04	1.42E-02
29.0	6.01	0.54	1.55E-02	4.18E-04	1.55E-02
29.1	6.41	0.57	1.68E-02	4.54E-04	1.68E-02
29.2	6.82	0.61	1.82E-02	4.92E-04	1.82E-02
29.3	7.26	0.65	1.97E-02	5.33E-04	1.97E-02
29.4	7.71	0.69	2.13E-02	5.76E-04	2.13E-02
29.5	8.18	0.73	2.30E-02	6.23E-04	2.30E-02
29.6	8.67	0.78	2.49E-02	6.72E-04	2.48E-02
29.7	9.17	0.82	2.68E-02	7.24E-04	2.68E-02
29.8	9.69	0.87	2.88E-02	7.79E-04	2.88E-02
29.9	10.23	0.92	3.10E-02	8.37E-04	3.10E-02
30.0	10.79	0.73	3.33E-02	8.99E-04	3.33E-02
30.1	11.36	0.76	3.57E-02	9.64E-04	3.57E-02
30.2	11.94	0.80	3.82E-02	1.03E-03	3.82E-02
30.3	12.55	0.84	4.09E-02	1.10E-03	4.09E-02
30.4	13.16	0.89	4.37E-02	1.18E-03	4.37E-02
30.5	13.79	0.93	4.66E-02	1.26E-03	4.66E-02
30.6	14.44	0.97	4.97E-02	1.34E-03	4.97E-02
30.7	15.09	1.02	5.30E-02	1.43E-03	5.30E-02
30.8	15.76	1.06	5.64E-02	1.52E-03	5.64E-02
30.9	16.43	1.11	5.99E-02	1.62E-03	5.99E-02
31.0	17.12	1.15	6.36E-02	1.72E-03	6.36E-02
31.1	17.81	1.20	6.75E-02	1.82E-03	6.75E-02
31.2	18.52	1.25	7.15E-02	1.93E-03	7.15E-02
31.3	19.22	1.29	7.57E-02	2.05E-03	7.57E-02
31.4	19.94	1.34	8.00E-02	2.16E-03	8.00E-02
31.5	20.66	1.39	8.46E-02	2.29E-03	8.45E-02
31.6	21.38	1.44	8.92E-02	2.41E-03	8.92E-02
31.7	22.11	1.49	9.41E-02	2.54E-03	9.41E-02
31.8	22.84	1.54	9.91E-02	2.68E-03	9.91E-02
31.9	23.57	1.59	1.04E-01	2.82E-03	1.04E-01
32.0	24.30	1.47	1.10E-01	2.97E-03	1.10E-01
32.1	25.03	1.51	1.15E-01	3.12E-03	1.15E-01
32.2	25.76	1.55	1.21E-01	3.27E-03	1.21E-01
32.3	26.49	1.60	1.27E-01	3.43E-03	1.27E-01
32.4	27.21	1.64	1.33E-01	3.60E-03	1.33E-01
32.5	27.94	1.68	1.39E-01	3.76E-03	1.39E-01
32.6	28.65	1.73	1.46E-01	3.94E-03	1.46E-01
32.7	29.36	1.77	1.52E-01	4.12E-03	1.52E-01
32.8	30.07	1.81	1.59E-01	4.30E-03	1.59E-01
32.9	30.77	1.86	1.66E-01	4.49E-03	1.66E-01
33.0	31.47	1.90	1.73E-01	4.68E-03	1.73E-01
33.1	32.15	1.94	1.81E-01	4.88E-03	1.81E-01
33.2	32.83	1.98	1.88E-01	5.08E-03	1.88E-01
33.3	33.50	2.02	1.96E-01	5.29E-03	1.96E-01
33.4	34.17	2.06	2.04E-01	5.50E-03	2.04E-01
33.5	34.82	2.10	2.12E-01	5.72E-03	2.12E-01
33.6	35.47	2.14	2.20E-01	5.94E-03	2.20E-01
33.7	36.11	2.18	2.28E-01	6.16E-03	2.28E-01
33.8	36.74	2.21	2.37E-01	6.39E-03	2.36E-01
33.9	37.36	2.25	2.45E-01	6.63E-03	2.45E-01
34.0	37.96	2.25	2.54E-01	6.87E-03	2.54E-01
34.1	38.56	2.28	2.63E-01	7.11E-03	2.63E-01
34.2	39.15	2.32	2.72E-01	7.35E-03	2.72E-01
34.3	39.73	2.35	2.81E-01	7.61E-03	2.81E-01
34.4	40.30	2.39	2.91E-01	7.86E-03	2.91E-01
34.5	40.86	2.42	3.00E-01	8.12E-03	3.00E-01
34.6	41.41	2.45	3.10E-01	8.38E-03	3.10E-01
34.7	41.95	2.49	3.20E-01	8.65E-03	3.20E-01
34.8	42.48	2.52	3.30E-01	8.92E-03	3.30E-01
34.9	42.99	2.55	3.40E-01	9.19E-03	3.40E-01
35.0	43.50	2.58	3.50E-01	9.47E-03	3.50E-01
35.1	44.00	2.61	3.61E-01	9.75E-03	3.61E-01
35.2	44.49	2.64	3.71E-01	1.00E-02	3.71E-01
35.3	44.97	2.66	3.82E-01	1.03E-02	3.82E-01
35.4	45.43	2.69	3.93E-01	1.06E-02	3.93E-01
35.5	45.89	2.72	4.04E-01	1.09E-02	4.04E-01
35.6	46.34	2.75	4.15E-01	1.12E-02	4.15E-01
35.7	46.77	2.77	4.26E-01	1.15E-02	4.26E-01
35.8	47.20	2.80	4.38E-01	1.18E-02	4.37E-01
35.9	47.62	2.82	4.49E-01	1.21E-02	4.49E-01
36.0	48.03	2.61	4.61E-01	1.24E-02	4.60E-01
36.1	48.43	2.64	4.72E-01	1.28E-02	4.72E-01
36.2	48.82	2.66	4.84E-01	1.31E-02	4.84E-01
36.3	49.20	2.68	4.96E-01	1.34E-02	4.96E-01
36.4	49.57	2.70	5.08E-01	1.37E-02	5.08E-01
36.5	49.93	2.72	5.20E-01	1.41E-02	5.20E-01
36.6	50.28	2.74	5.32E-01	1.44E-02	5.32E-01
36.7	50.63	2.76	5.45E-01	1.47E-02	5.45E-01
36.8	50.96	2.77	5.57E-01	1.51E-02	5.57E-01
36.9	51.29	2.79	5.70E-01	1.54E-02	5.70E-01
37.0	51.60	2.81	5.82E-01	1.57E-02	5.82E-01
37.1	51.91	2.82	5.95E-01	1.61E-02	5.95E-01
37.2	52.21	2.84	6.08E-01	1.64E-02	6.08E-01
37.3	52.50	2.86	6.21E-01	1.68E-02	6.21E-01
37.4	52.78	2.87	6.34E-01	1.71E-02	6.34E-01
37.5	53.05	2.89	6.47E-01	1.75E-02	6.47E-01
37.6	53.32	2.90	6.60E-01	1.78E-02	6.60E-01
37.7	53.57	2.92	6.74E-01	1.82E-02	6.73E-01
37.8	53.82	2.93	6.87E-01	1.86E-02	6.87E-01
37.9	54.06	2.94	7.00E-01	1.89E-02	7.00E-01
38.0	54.29	2.82	7.14E-01	1.93E-02	7.14E-01
38.1	54.51	2.83	7.28E-01	1.97E-02	7.27E-01
38.2	54.73	2.84	7.41E-01	2.00E-02	7.41E-01
38.3	54.94	2.85	7.55E-01	2.04E-02	7.55E-01
38.4	55.13	2.86	7.69E-01	2.08E-02	7.69E-01
38.5	55.32	2.87	7.83E-01	2.12E-02	7.83E-01
38.6	55.50	2.88	7.97E-01	2.15E-02	7.97E-01
38.7	55.68	2.89	8.11E-01	2.19E-02	8.11E-01
38.8	55.84	2.90	8.25E-01	2.23E-02	8.25E-01
38.9	56.00	2.90	8.40E-01	2.27E-02	8.39E-01
39.0	56.15	2.91	8.54E-01	2.31E-02	8.54E-01
39.1	56.29	2.92	8.68E-01	2.35E-02	8.68E-01
39.2	56.43	2.93	8.83E-01	2.39E-02	8.83E-01
39.3	56.55	2.93	8.97E-01	2.42E-02	8.97E-01
39.4	56.67	2.94	9.12E-01	2.46E-02	9.12E-01
39.5	56.78	2.94	9.26E-01	2.50E-02	9.26E-01
39.6	56.89	2.95	9.41E-01	2.54E-02	9.41E-01
39.7	56.98	2.95	9.56E-01	2.58E-02	9.56E-01
39.8	57.07	2.96	9.71E-01	2.62E-02	9.71E-01
39.9	57.15	2.96	9.86E-01	2.66E-02	9.85E-01
40.0	57.22	2.97	1.00E+00	2.70E-02	1.00E+00
40.1	57.28	2.97	1.02E+00	2.74E-02	1.02E+00
40.2	57.34	2.98	1.03E+00	2.79E-02	1.03E+00
40.3	57.39	2.98	1.05E+00	2.83E-02	1.05E+00
40.4	57.43	2.98	1.06E+00	2.87E-02	1.06E+00
40.5	57.46	2.98	1.08E+00	2.91E-02	1.08E+00
40.6	57.49	2.98	1.09E+00	2.95E-02	1.09E+00
40.7	57.51	2.99	1.11E+00	2.99E-02	1.11E+00
40.8	57.52	2.99	1.12E+00	3.03E-02	1.12E+00
40.9	57.52	2.99	1.14E+00	3.07E-02	1.14E+00
41.0	57.52	2.99	1.15E+00	3.12E-02	1.15E+00
41.1	57.51	2.99	1.17E+00	3.16E-02	1.17E+00
41.2	57.49	2.98	1.18E+00	3.20E-02	1.18E+00
41.3	57.46	2.98	1.20E+00	3.24E-02	1.20E+00
41.4	57.43	2.98	1.21E+00	3.28E-02	1.21E+00
41.5	57.39	2.98	1.23E+00	3.32E-02	1.23E+00
41.6	57.35	2.98	1.25E+00	3.37E-02	1.25E+00
41.7	57.29	2.97	1.26E+00	3.41E-02	1.26E+00
41.8	57.23	2.97	1.28E+00	3.45E-02	1.28E+00
41.9	57.17	2.97	1.29E+00	3.49E-02	1.29E+00
42.0	57.09	2.97	1.31E+00	3.54E-02	1.31E+00
42.1	57.01	2.97	1.32E+00	3.58E-02	1.32E+00
42.2	56.93	2.96	1.34E+00	3.62E-02	1.34E+00
42.3	56.83	2.96	1.36E+00	3.66E-02	1.35E+00
42.4	56.73	2.95	1.37E+00	3.70E-02	1.37E+00
42.5	56.63	2.95	1.39E+00	3.75E-02	1.39E+00
42.6	56.51	2.94	1.40E+00	3.79E-02	1.40E+00
42.7	56.40	2.94	1.42E+00	3.83E-02	1.42E+00
42.8	56.27	2.93	1.43E+00	3.87E-02	1.43E+00
42.9	56.14	2.92	1.45E+00	3.92E-02	1.45E+00
43.0	56.00	2.91	1.46E+00	3.96E-02	1.46E+00
43.1	55.86	2.91	1.48E+00	4.00E-02	1.48E+00
43.2	55.71	2.90	1.50E+00	4.04E-02	1.50E+00
43.3	55.56	2.89	1.51E+00	4.08E-02	1.51E+00
43.4	55.40	2.88	1.53E+00	4.13E-02	1.53E+00
43.5	55.24	2.87	1.54E+00	4.17E-02	1.54E+00
43.6	55.07	2.87	1.56E+00	4.21E-02	1.56E+00
43.7	54.90	2.86	1.57E+00	4.25E-02	1.57E+00
43.8	54.72	2.85	1.59E+00	4.29E-02	1.59E+00
43.9	54.53	2.84	1.60E+00	4.34E-02	1.60E+00
44.0	54.34	2.80	1.62E+00	4.38E-02	1.62E+00
44.1	54.15	2.79	1.64E+00	4.42E-02	1.64E+00
44.2	53.95	2.78	1.65E+00	4.46E-02	1.65E+00
44.3	53.75	2.77	1.67E+00	4.50E-02	1.67E+00
44.4	53.54	2.76	1.68E+00	4.54E-02	1.68E+00
44.5	53.33	2.75	1.70E+00	4.59E-02	1.70E+00
44.6	53.11	2.74	1.71E+00	4.63E-02	1.71E+00
44.7	52.89	2.73	1.73E+00	4.67E-02	1.73E+00
44.8	52.67	2.72	1.74E+00	4.71E-02	1.74E+00
44.9	52.44	2.71	1.76E+00	4.75E-02	1.76E+00
45.0	52.21	2.69	1.77E+00	4.79E-02	1.77E+00
45.1	51.98	2.68	1.79E+00	4.83E-02	1.79E+00
45.2	51.74	2.67	1.80E+00	4.87E-02	1.80E+00
45.3	51.50	2.66	1.82E+00	4.91E-02	1.82E+00
45.4	51.26	2.64	1.83E+00	4.95E-02	1.83E+00
45.5	51.01	2.63	1.85E+00	4.99E-02	1.85E+00
45.6	50.76	2.62	1.86E+00	5.03E-02	1.86E+00
45.7	50.51	2.61	1.88E+00	5.07E-02	1.88E+00
45.8	50.26	2.59	1.89E+00	5.11E-02	1.89E+00
45.9	50.00	2.58	1.91E+00	5.15E-02	1.91E+00
46.0	49.74	2.56	1.92E+00	5.19E-02	1.92E+00
46.1	49.48	2.55	1.94E+00	5.23E-02	1.93E+00
46.2	49.22	2.53	1.95E+00	5.27E-02	1.95E+00
46.3	48.95	2.52	1.96E+00	5.31E-02	1.96E+00
46.4	48.69	2.51	1.98E+00	5.35E-02	1.98E+00
46.5	48.42	2.49	1.99E+00	5.39E-02	1.99E+00
46.6	48.15	2.48	2.01E+00	5.42E-02	2.01E+00
46.7	47.88	2.46	2.02E+00	5.46E-02	2.02E+00
46.8	47.61	2.45	2.04E+00	5.50E-02	2.04E+00
46.9	47.33	2.44	2.05E+00	5.54E-02	2.05E+00
47.0	47.06	2.42	2.06E+00	5.58E-02	2.06E+00
47.1	46.79	2.41	2.08E+00	5.62E-02	2.08E+00
47.2	46.51	2.39	2.09E+00	5.65E-02	2.09E+00
47.3	46.24	2.38	2.11E+00	5.69E-02	2.10E+00
47.4	45.96	2.37	2.12E+00	5.73E-02	2.12E+00
47.5	45.68	2.35	2.13E+00	5.76E-02	2.13E+00
47.6	45.41	2.34	2.15E+00	5.80E-02	2.15E+00
47.7	45.13	2.32	2.16E+00	5.84E-02	2.16E+00
47.8	44.86	2.31	2.17E+00	5.87E-02	2.17E+00
47.9	44.58	2.29	2.19E+00	5.91E-02	2.19E+00
48.0	44.31	2.31	2.20E+00	5.95E-02	2.20E+00
48.1	44.03	2.30	2.21E+00	5.98E-02	2.21E+00
48.2	43.76	2.28	2.23E+00	6.02E-02	2.23E+00
48.3	43.48	2.27	2.24E+00	6.05E-02	2.24E+00
48.4	43.21	2.25	2.25E+00	6.09E-02	2.25E+00
48.5	42.94	2.24	2.27E+00	6.13E-02	2.27E+00
48.6	42.67	2.23	2.28E+00	6.16E-02	2.28E+00
48.7	42.40	2.21	2.29E+00	6.20E-02	2.29E+00
48.8	42.13	2.20	2.31E+00	6.23E-02	2.30E+00
48.9	41.87	2.18	2.32E+00	6.27E-02	2.32E+00
49.0	41.60	2.17	2.33E+00	6.30E-02	2.33E+00
49.1	41.34	2.16	2.34E+00	6.33E-02	2.34E+00
49.2	41.08	2.14	2.36E+00	6.37E-02	2.36E+00
49.3	40.81	2.13	2.37E+00	6.40E-02	2.37E+00
49.4	40.56	2.12	2.38E+00	6.44E-02	2.38E+00
49.5	40.30	2.10	2.39E+00	6.47E-02	2.39E+00
49.6	40.05	2.09	2.41E+00	6.50E-02	2.41E+00
49.7	39.79	2.08	2.42E+00	6.54E-02	2.42E+00
49.8	39.54	2.06	2.43E+00	6.57E-02	2.43E+00
49.9	39.30	2.05	2.44E+00	6.60E-02	2.44E+00
50.0	39.05	2.06	2.46E+00	6.64E-02	2.45E+00
50.1	38.81	2.05	2.47E+00	6.67E-02	2.47E+00
50.2	38.57	2.03	2.48E+00	6.70E-02	2.48E+00
50.3	38.33	2.02	2.49E+00	6.73E-02	2.49E+00
50.4	38.10	2.01	2.50E+00	6.77E-02	2.50E+00
50.5	37.86	2.00	2.52E+00	6.80E-02	2.52E+00
50.6	37.63	1.99	2.53E+00	6.83E-02	2.53E+00
50.7	37.41	1.97	2.54E+00	6.86E-02	2.54E+00
50.8	37.18	1.96	2.55E+00	6.89E-02	2.55E+00
50.9	36.96	1.95	2.56E+00	6.93E-02	2.56E+00
51.0	36.75	1.94	2.57E+00	6.96E-02	2.57E+00
51.1	36.53	1.93	2.59E+00	6.99E-02	2.59E+00
51.2	36.32	1.92	2.60E+00	7.02E-02	2.60E+00
51.3	36.11	1.91	2.61E+00	7.05E-02	2.61E+00
51.4	35.91	1.89	2.62E+00	7.08E-02	2.62E+00
51.5	35.70	1.88	2.63E+00	7.11E-02	2.63E+00
51.6	35.51	1.87	2.64E+00	7.14E-02	2.64E+00
51.7	35.31	1.86	2.65E+00	7.17E-02	2.65E+00
51.8	35.12	1.85	2.67E+00	7.20E-02	2.67E+00
51.9	34.93	1.84	2.68E+00	7.23E-02	2.68E+00
52.0	34.75	1.82	2.69E+00	7.26E-02	2.69E+00
52.1	34.56	1.81	2.70E+00	7.29E-02	2.70E+00
52.2	34.39	1.80	2.71E+00	7.32E-02	2.71E+00
52.3	34.21	1.79	2.72E+00	7.35E-02	2.72E+00
52.4	34.04	1.78	2.73E+00	7.38E-02	2.73E+00
52.5	33.87	1.77	2.74E+00	7.41E-02	2.74E+00
52.6	33.71	1.76	2.75E+00	7.44E-02	2.75E+00
52.7	33.55	1.75	2.76E+00	7.47E-02	2.76E+00
52.8	33.40	1.75	2.78E+00	7.50E-02	2.78E+00
52.9	33.24	1.74	2.79E+00	7.53E-02	2.79E+00
53.0	33.09	1.73	2.80E+00	7.56E-02	2.80E+00
53.1	32.95	1.72	2.81E+00	7.59E-02	2.81E+00
53.2	32.81	1.72	2.82E+00	7.62E-02	2.82E+00
53.3	32.67	1.71	2.83E+00	7.65E-02	2.83E+00
53.4	32.53	1.70	2.84E+00	7.68E-02	2.84E+00
53.5	32.40	1.69	2.85E+00	7.70E-02	2.85E+00
53.6	32.28	1.69	2.86E+00	7.73E-02	2.86E+00
53.7	32.15	1.68	2.87E+00	7.76E-02	2.87E+00
53.8	32.03	1.68	2.88E+00	7.79E-02	2.88E+00
53.9	31.92	1.67	2.89E+00	7.82E-02	2.89E+00
54.0	31.81	1.62	2.90E+00	7.85E-02	2.90E+00
54.1	31.70	1.62	2.91E+00	7.88E-02	2.91E+00
54.2	31.59	1.61	2.92E+00	7.90E-02	2.92E+00
54.3	31.49	1.61	2.93E+00	7.93E-02	2.93E+00
54.4	31.39	1.60	2.95E+00	7.96E-02	2.94E+00
54.5	31.30	1.60	2.96E+00	7.99E-02	2.95E+00
54.6	31.21	1.59	2.97E+00	8.02E-02	2.97E+00
54.7	31.12	1.59	2.98E+00	8.04E-02	2.98E+00
54.8	31.04	1.58	2.99E+00	8.07E-02	2.99E+00
54.9	30.96	1.58	3.00E+00	8.10E-02	3.00E+00
55.0	30.88	1.57	3.01E+00	8.13E-02	3.01E+00
55.1	30.81	1.57	3.02E+00	8.16E-02	3.02E+00
55.2	30.74	1.57	3.03E+00	8.18E-02	3.03E+00
55.3	30.68	1.56	3.04E+00	8.21E-02	3.04E+00
55.4	30.62	1.56	3.05E+00	8.24E-02	3.05E+00
55.5	30.56	1.56	3.06E+00	8.27E-02	3.06E+00
55.6	30.50	1.55	3.07E+00	8.29E-02	3.07E+00
55.7	30.45	1.55	3.08E+00	8.32E-02	3.08E+00
55.8	30.40	1.55	3.09E+00	8.35E-02	3.09E+00
55.9	30.36	1.55	3.10E+00	8.38E-02	3.10E+00
56.0	30.31	1.52	3.11E+00	8.40E-02	3.11E+00
56.1	30.28	1.52	3.12E+00	8.43E-02	3.12E+00
56.2	30.24	1.52	3.13E+00	8.46E-02	3.13E+00
56.3	30.21	1.52	3.14E+00	8.49E-02	3.14E+00
56.4	30.18	1.51	3.15E+00	8.52E-02	3.15E+00
56.5	30.16	1.51	3.16E+00	8.54E-02	3.16E+00
56.6	30.13	1.51	3.17E+00	8.57E-02	3.17E+00
56.7	30.11	1.51	3.18E+00	8.60E-02	3.18E+00
56.8	30.10	1.51	3.19E+00	8.63E-02	3.19E+00
56.9	30.08	1.51	3.20E+00	8.65E-02	3.20E+00
57.0	30.07	1.51	3.21E+00	8.68E-02	3.21E+00
57.1	30.07	1.51	3.22E+00	8.71E-02	3.22E+00
57.2	30.06	1.51	3.23E+00	8.74E-02	3.23E+00
57.3	30.06	1.51	3.24E+00	8.76E-02	3.24E+00
57.4	30.06	1.51	3.25E+00	8.79E-02	3.25E+00
57.5	30.07	1.51	3.26E+00	8.82E-02	3.26E+00
57.6	30.07	1.51	3.27E+00	8.85E-02	3.27E+00
57.7	30.08	1.51	3.28E+00	8.88E-02	3.28E+00
57.8	30.10	1.51	3.29E+00	8.90E-02	3.29E+00
57.9	30.11	1.51	3.31E+00	8.93E-02	3.30E+00
58.0	30.13	1.53	3.32E+00	8.96E-02	3.31E+00
58.1	30.15	1.53	3.33E+00	8.99E-02	3.33E+00
58.2	30.17	1.53	3.34E+00	9.02E-02	3.34E+00
58.3	30.20	1.53	3.35E+00	9.05E-02	3.35E+00
58.4	30.23	1.54	3.36E+00	9.07E-02	3.36E+00
58.5	30.26	1.54	3.37E+00	9.10E-02	3.37E+00
58.6	30.29	1.54	3.38E+00	9.13E-02	3.38E+00
58.7	30.33	1.54	3.39E+00	9.16E-02	3.39E+00
58.8	30.36	1.54	3.40E+00	9.19E-02	3.40E+00
58.9	30.40	1.54	3.41E+00	9.22E-02	3.41E+00
59.0	30.45	1.55	3.42E+00	9.25E-02	3.42E+00
59.1	30.49	1.55	3.43E+00	9.27E-02	3.43E+00
59.2	30.54	1.55	3.44E+00	9.30E-02	3.44E+00
59.3	30.58	1.55	3.45E+00	9.33E-02	3.45E+00
59.4	30.64	1.56	3.46E+00	9.36E-02	3.46E+00
59.5	30.69	1.56	3.47E+00	9.39E-02	3.47E+00
59.6	30.74	1.56	3.49E+00	9.42E-02	3.48E+00
59.7	30.80	1.56	3.50E+00	9.45E-02	3.50E+00
59.8	30.86	1.57	3.51E+00	9.48E-02	3.51E+00
59.9	30.92	1.57	3.52E+00	9.51E-02	3.52E+00
60.0	30.98	1.61	3.53E+00	9.54E-02	3.53E+00
60.1	31.04	1.62	3.54E+00	9.57E-02	3.54E+00
60.2	31.11	1.62	3.55E+00	9.60E-02	3.55E+00
60.3	31.18	1.62	3.56E+00	9.63E-02	3.56E+00
60.4	31.25	1.63	3.57E+00	9.66E-02	3.57E+00
60.5	31.32	1.63	3.58E+00	9.69E-02	3.58E+00
60.6	31.39	1.63	3.60E+00	9.72E-02	3.60E+00
60.7	31.47	1.64	3.61E+00	9.75E-02	3.61E+00
60.8	31.54	1.64	3.62E+00	9.78E-02	3.62E+00
60.9	31.62	1.65	3.63E+00	9.81E-02	3.63E+00
61.0	31.70	1.65	3.64E+00	9.84E-02	3.64E+00
61.1	31.78	1.65	3.65E+00	9.87E-02	3.65E+00
61.2	31.86	1.66	3.66E+00	9.90E-02	3.66E+00
61.3	31.94	1.66	3.68E+00	9.93E-02	3.68E+00
61.4	32.03	1.67	3.69E+00	9.97E-02	3.69E+00
61.5	32.11	1.67	3.70E+00	1.00E-01	3.70E+00
61.6	32.20	1.68	3.71E+00	1.00E-01	3.71E+00
61.7	32.29	1.68	3.72E+00	1.01E-01	3.72E+00
61.8	32.38	1.69	3.73E+00	1.01E-01	3.73E+00
61.9	32.47	1.69	3.75E+00	1.01E-01	3.75E+00
62.0	32.56	1.72	3.76E+00	1.02E-01	3.76E+00
62.1	32.65	1.72	3.77E+00	1.02E-01	3.77E+00
62.2	32.74	1.73	3.78E+00	1.02E-01	3.78E+00
62.3	32.84	1.73	3.79E+00	1.03E-01	3.79E+00
62.4	32.94	1.74	3.81E+00	1.03E-01	3.80E+00
62.5	33.03	1.74	3.82E+00	1.03E-01	3.82E+00
62.6	33.13	1.75	3.83E+00	1.04E-01	3.83E+00
62.7	33.23	1.76	3.84E+00	1.04E-01	3.84E+00
62.8	33.33	1.76	3.85E+00	1.04E-01	3.85E+00
62.9	33.43	1.77	3.87E+00	1.05E-01	3.87E+00
63.0	33.53	1.77	3.88E+00	1.05E-01	3.88E+00
63.1	33.63	1.78	3.89E+00	1.05E-01	3.89E+00
63.2	33.73	1.78	3.90E+00	1.06E-01	3.90E+00
63.3	33.84	1.79	3.92E+00	1.06E-01	3.92E+00
63.4	33.94	1.79	3.93E+00	1.06E-01	3.93E+00
63.5	34.04	1.80	3.94E+00	1.07E-01	3.94E+00
63.6	34.15	1.80	3.95E+00	1.07E-01	3.95E+00
63.7	34.26	1.81	3.97E+00	1.07E-01	3.97E+00
63.8	34.36	1.82	3.98E+00	1.08E-01	3.98E+00
63.9	34.47	1.82	3.99E+00	1.08E-01	3.99E+00
64.0	34.58	1.82	4.01E+00	1.08E-01	4.00E+00
64.1	34.69	1.82	4.02E+00	1.09E-01	4.02E+00
64.2	34.79	1.83	4.03E+00	1.09E-01	4.03E+00
64.3	34.90	1.83	4.04E+00	1.09E-01	4.04E+00
64.4	35.01	1.84	4.06E+00	1.10E-01	4.06E+00
64.5	35.12	1.85	4.07E+00	1.10E-01	4.07E+00
64.6	35.23	1.85	4.08E+00	1.10E-01	4.08E+00
64.7	35.34	1.86	4.10E+00	1.11E-01	4.10E+00
64.8	35.45	1.86	4.11E+00	1.11E-01	4.11E+00
64.9	35.56	1.87	4.12E+00	1.11E-01	4.12E+00
65.0	35.68	1.88	4.14E+00	1.12E-01	4.14E+00
65.1	35.79	1.88	4.15E+00	1.12E-01	4.15E+00
65.2	35.90	1.89	4.16E+00	1.13E-01	4.16E+00
65.3	36.01	1.89	4.18E+00	1.13E-01	4.18E+00
65.4	36.12	1.90	4.19E+00	1.13E-01	4.19E+00
65.5	36.24	1.90	4.21E+00	1.14E-01	4.20E+00
65.6	36.35	1.91	4.22E+00	1.14E-01	4.22E+00
